"Entity","Aliases","Toxicity","Purification_Keywords"
"අශුද්ධ ගෙන්දගම් මල්","අශුද්ධ ගන්ධක, ශුල්වාරි මල්","High","එළකිරි, ගිතෙල්"
"අශුද්ධ ගෙන්දගම් ගෙඩි","අශුද්ධ ගන්ධක, ශුල්වාරි ගෙඩි","High","එළකිරි, ගිතෙල්"
"අශුද්ධ ගෙන්දගම් ඇට","අශුද්ධ ගන්ධක, ශුල්වාරි ඇට","High","එළකිරි, ගිතෙල්"
"අශුද්ධ ගෙන්දගම් යුෂ","අශුද්ධ ගන්ධක, ශුල්වාරි යුෂ","High","එළකිරි, ගිතෙල්"
"අශුද්ධ ගෙන්දගම් තෛලය","අශුද්ධ ගන්ධක, ශුල්වාරි තෛලය","High","එළකිරි, ගිතෙල්"
"අශුද්ධ ගෙන්දගම් චූර්ණය","අශුද්ධ ගන්ධක, ශුල්වාරි චූර්ණය","High","එළකිරි, ගිතෙල්"
"අමු හිරියල් මුල්","අමු හරිදාල, තාලක මුල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් පොතු","අමු හරිදාල, තාලක පොතු","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් කොළ","අමු හරිදාල, තාලක කොළ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් මල්","අමු හරිදාල, තාලක මල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් ගෙඩි","අමු හරිදාල, තාලක ගෙඩි","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් ඇට","අමු හරිදාල, තාලක ඇට","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් යුෂ","අමු හරිදාල, තාලක යුෂ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් තෛලය","අමු හරිදාල, තාලක තෛලය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අමු හිරියල් චූර්ණය","අමු හරිදාල, තාලක චූර්ණය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් මුල්","වියළි හරිදාල, තාලක මුල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් පොතු","වියළි හරිදාල, තාලක පොතු","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් කොළ","වියළි හරිදාල, තාලක කොළ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් මල්","වියළි හරිදාල, තාලක මල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් ගෙඩි","වියළි හරිදාල, තාලක ගෙඩි","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් ඇට","වියළි හරිදාල, තාලක ඇට","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් යුෂ","වියළි හරිදාල, තාලක යුෂ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් තෛලය","වියළි හරිදාල, තාලක තෛලය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"වියළි හිරියල් චූර්ණය","වියළි හරිදාල, තාලක චූර්ණය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් මුල්","පැරණි හරිදාල, තාලක මුල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් පොතු","පැරණි හරිදාල, තාලක පොතු","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් කොළ","පැරණි හරිදාල, තාලක කොළ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් මල්","පැරණි හරිදාල, තාලක මල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් ගෙඩි","පැරණි හරිදාල, තාලක ගෙඩි","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් ඇට","පැරණි හරිදාල, තාලක ඇට","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් යුෂ","පැරණි හරිදාල, තාලක යුෂ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් තෛලය","පැරණි හරිදාල, තාලක තෛලය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"පැරණි හිරියල් චූර්ණය","පැරණි හරිදාල, තාලක චූර්ණය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් මුල්","අලුත් හරිදාල, තාලක මුල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් පොතු","අලුත් හරිදාල, තාලක පොතු","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් කොළ","අලුත් හරිදාල, තාලක කොළ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් මල්","අලුත් හරිදාල, තාලක මල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් ගෙඩි","අලුත් හරිදාල, තාලක ගෙඩි","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් ඇට","අලුත් හරිදාල, තාලක ඇට","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් යුෂ","අලුත් හරිදාල, තාලක යුෂ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් තෛලය","අලුත් හරිදාල, තාලක තෛලය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අලුත් හිරියල් චූර්ණය","අලුත් හරිදාල, තාලක චූර්ණය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් මුල්","ශුද්ධ හරිදාල, තාලක මුල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් පොතු","ශුද්ධ හරිදාල, තාලක පොතු","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් කොළ","ශුද්ධ හරිදාල, තාලක කොළ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් මල්","ශුද්ධ හරිදාල, තාලක මල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් ගෙඩි","ශුද්ධ හරිදාල, තාලක ගෙඩි","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් ඇට","ශුද්ධ හරිදාල, තාලක ඇට","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් යුෂ","ශුද්ධ හරිදාල, තාලක යුෂ","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් තෛලය","ශුද්ධ හරිදාල, තාලක තෛලය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"ශුද්ධ හිරියල් චූර්ණය","ශුද්ධ හරිදාල, තාලක චූර්ණය","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අශුද්ධ හිරියල් මුල්","අශුද්ධ හරිදාල, තාලක මුල්","High","හුණු ජලය, අළුපුහුල් යුෂ"
"අශුද්ධ හිරියල් පොතු","අශුද්ධ හරිදාල, තාලක පොතු","High","හුණු ජලය, අළුපුහුල් යුෂ"
